"","REG_ID","TIME","GDP_PC","POP","REG_ID_M","iso3","Regional name (eng)","metro_code","metro_name","metro_lev1","metro_large","metro_far"
"3836","DE235","2013",39132,125590,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3837","DE235","2014",42089,125700,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3838","DE235","2015",42607,126100,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3839","DE235","2016",43531,126640,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3840","DE235","2017",44953,127130,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3841","DE235","2018",46155,127610,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3842","DE235","2019",46937,127940,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3843","DE235","2020",46095,128050,NA,"DEU","Cham","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3844","DE236","2000",32350,125850,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3845","DE236","2001",31401,126840,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3846","DE236","2002",32736,127670,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3847","DE236","2003",31036,128330,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3848","DE236","2004",32282,128680,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3849","DE236","2005",33873,128670,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3850","DE236","2006",34638,128570,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3851","DE236","2007",35006,128510,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3852","DE236","2008",37203,128310,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3853","DE236","2009",38380,128090,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3854","DE236","2010",41552,127270,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3855","DE236","2011",43102,126620,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3856","DE236","2012",42301,126950,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3857","DE236","2013",44369,127490,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3858","DE236","2014",46525,128400,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3859","DE236","2015",47276,129680,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3860","DE236","2016",48002,131020,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3861","DE236","2017",49314,132150,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3862","DE236","2018",47979,133100,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3863","DE236","2019",47165,134070,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3864","DE236","2020",46230,134900,NA,"DEU","Neumarkt i. d. OPf.","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3865","DE237","2000",27010,100870,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3866","DE237","2001",27822,101030,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3867","DE237","2002",28230,101240,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3868","DE237","2003",27138,101190,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3869","DE237","2004",26669,100710,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3870","DE237","2005",27489,100280,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3871","DE237","2006",26847,99790,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3872","DE237","2007",28696,99250,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3873","DE237","2008",29332,98720,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3874","DE237","2009",28392,98110,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3875","DE237","2010",30129,97160,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3876","DE237","2011",32025,96320,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3877","DE237","2012",33426,95970,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3878","DE237","2013",34602,95650,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3879","DE237","2014",36719,95320,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3880","DE237","2015",37630,95130,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3881","DE237","2016",37673,94800,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3882","DE237","2017",38488,94510,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3883","DE237","2018",39806,94420,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3884","DE237","2019",39978,94400,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3885","DE237","2020",38012,94550,NA,"DEU","Neustadt a. d. Waldnaab","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3886","DE239","2000",35286,143080,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3887","DE239","2001",36167,143860,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3888","DE239","2002",36911,144560,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3889","DE239","2003",34919,144770,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3890","DE239","2004",35097,144840,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3891","DE239","2005",37260,144830,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3892","DE239","2006",37714,144580,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3893","DE239","2007",38264,144250,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3894","DE239","2008",37396,143710,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3895","DE239","2009",35057,143160,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3896","DE239","2010",37011,142720,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3897","DE239","2011",38705,142550,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3898","DE239","2012",41190,142790,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3899","DE239","2013",42143,143000,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3900","DE239","2014",43082,143340,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3901","DE239","2015",42428,144240,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3902","DE239","2016",43445,145120,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3903","DE239","2017",44127,145930,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3904","DE239","2018",44902,146840,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3905","DE239","2019",45241,147530,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3906","DE239","2020",43170,148170,NA,"DEU","Schwandorf","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3907","DE23A","2000",29887,80210,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3908","DE23A","2001",30001,79900,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3909","DE23A","2002",31003,79580,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3910","DE23A","2003",30368,79120,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3911","DE23A","2004",30486,78640,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3912","DE23A","2005",30523,78060,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3913","DE23A","2006",31516,77410,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3914","DE23A","2007",32082,76820,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3915","DE23A","2008",33886,76250,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3916","DE23A","2009",33571,75650,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3917","DE23A","2010",35046,75200,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3918","DE23A","2011",36340,74770,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3919","DE23A","2012",39063,74200,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3920","DE23A","2013",38649,73690,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3921","DE23A","2014",38453,73350,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3922","DE23A","2015",40306,73280,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3923","DE23A","2016",42065,73120,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3924","DE23A","2017",42877,72820,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3925","DE23A","2018",44872,72620,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3926","DE23A","2019",48951,72280,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3927","DE23A","2020",47491,71870,NA,"DEU","Tirschenreuth","NMR-R","Remote","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3928","DE241","2000",64720,69020,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3929","DE241","2001",70959,69220,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3930","DE241","2002",69639,69560,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3931","DE241","2003",68982,69810,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3932","DE241","2004",65642,69960,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3933","DE241","2005",67774,70050,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3934","DE241","2006",71686,69830,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3935","DE241","2007",72570,69730,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3936","DE241","2008",72945,69940,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3937","DE241","2009",67970,69910,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3938","DE241","2010",73381,70210,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3939","DE241","2011",74636,70650,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3940","DE241","2012",73004,70790,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3941","DE241","2013",74713,71020,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3942","DE241","2014",73721,71560,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3943","DE241","2015",74631,72640,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3944","DE241","2016",76538,74540,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3945","DE241","2017",78618,76460,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3946","DE241","2018",78493,77390,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3947","DE241","2019",76815,77480,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3948","DE241","2020",74992,77020,NA,"DEU","Bamberg, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3949","DE243","2000",65998,43010,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3950","DE243","2001",58220,42780,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3951","DE243","2002",58334,42710,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3952","DE243","2003",57107,42440,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3953","DE243","2004",71866,42170,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3954","DE243","2005",69381,42020,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3955","DE243","2006",83347,41790,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3956","DE243","2007",92206,41460,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3957","DE243","2008",90009,41300,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3958","DE243","2009",94151,41250,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3959","DE243","2010",90637,41160,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3960","DE243","2011",95729,41070,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3961","DE243","2012",102976,41010,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3962","DE243","2013",101610,41010,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3963","DE243","2014",102949,41030,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3964","DE243","2015",107442,41160,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3965","DE243","2016",116541,41160,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3966","DE243","2017",120058,41150,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3967","DE243","2018",118500,41240,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3968","DE243","2019",119494,41160,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3969","DE243","2020",115008,40960,NA,"DEU","Coburg, Kreisfreie Stadt","NMR-S","Near a FUA<250K","Non-metropolitan","Far from a FUA>250K","Far from a FUA>250K"
"3970","DE244","2000",48637,50940,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3971","DE244","2001",52201,50700,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3972","DE244","2002",51548,50400,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3973","DE244","2003",49882,49920,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3974","DE244","2004",51023,49420,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3975","DE244","2005",49298,48940,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3976","DE244","2006",50241,48460,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3977","DE244","2007",51713,47970,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3978","DE244","2008",51092,47510,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3979","DE244","2009",50003,47030,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3980","DE244","2010",53307,45840,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3981","DE244","2011",56717,44710,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3982","DE244","2012",57639,44490,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3983","DE244","2013",55262,44490,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3984","DE244","2014",54755,44420,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3985","DE244","2015",54371,44490,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3986","DE244","2016",53267,44920,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3987","DE244","2017",52897,45570,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3988","DE244","2018",52397,45940,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3989","DE244","2019",52422,45880,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3990","DE244","2020",51341,45500,NA,"DEU","Hof, Kreisfreie Stadt","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3991","DE245","2000",22831,142030,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3992","DE245","2001",24796,142740,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3993","DE245","2002",25068,143490,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3994","DE245","2003",24231,144070,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3995","DE245","2004",25331,144550,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3996","DE245","2005",25305,144830,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3997","DE245","2006",26649,144910,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3998","DE245","2007",26433,144970,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"3999","DE245","2008",25828,144740,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
"4000","DE245","2009",25570,144480,NA,"DEU","Bamberg, Landkreis","NMR-M","Near a FUA>250K","Non-metropolitan","Near a FUA>250K","Near a FUA>250K"
